,S7_4,dia5_3,S6_5,M40t45_2,C30_2,SMM_1,S0_3,GM.60_1,MG.120_3,MG.5_3,dia5_2,GM.0.1_3,GM.0.2_3,G135_1,Heat_1,GM.0.2_2,GM.60_1,M40t45_3,T2.0H_1,Mt0_1_dupl01,S2_1,T.3.40H_1,T3.30H_1,GM.60_3,Heat_1,MG.45_2,MG.10_2,G135_3,T0.30H_1,MG.0.2_3,S3_3,T.0.40H_1,MG.10_3,GM.25_2,Mt0_1_dupl02,GM.15_2,GM.45_2,S0_3,MG.10_1,G150_3,S0_2,S0_1,GM.15_2,S4_1,T.2.40H_1,dia0_3,T.4.40H_1,T.2.40H_1,GM.25_1,GM.90_1,T.3.40H_1,T2.0H_1,Mt0_3_dupl02.1,GM.120_3,GM.25_3,MG.10_3,T4.0H_1,GM.15_3,MG.0.1_2,M0t45_3,MG.60_2,T2.0H_1,T1.0H_1,GM.10_3,S6_6,T.2.40H_1,GM.90_2,Cold_2,GM.15_1,T.0.40H_1,T0.0H_1,S0_1,SMM_1,GM.25_3,GM.15_1,M40t45_2,M40t45_2,MG.t5_2,GM.0.2_2,S0_1,MG.t5_2,GM.5_3,GM.0.1_1,T.5.40H_1,GM.60_1,MG.25_2,dia5_3,GM.45_2,Cold_2,GM.60_2,GM.0.1_1,C30_2,S3_2,S2_1,SMM_1,MG.45_3,M40t45_3,T2.0H_1,S0_1,S1_2,T.1.40H_1,MG.60_3,GM.45_3,Cold_1,S1_3,S2_3,M40t45_3,S7_5,Cold_2,GM.90_3,T.3.40H_1,Cold_2,MG.60_2,M40t45_3,S2_1,Mt0_1_dupl02.1,GM.0.1_1,GM.45_1,Heat_3,Mt0_1_dupl02.1,MG.15_2,GM.15_1,MG.45_2,T3.30H_1,G150_2,T0.30H_1,M0t45_3,dia0_3,G150_1,MG.25_3,T2.0H_1,G135_3,BMM_2,T2.30H_1,MG.120_1,S2_2
BSU26580,9.8478,9.4453,9.3262,9.1608,8.9005,9.0311,8.7257,9.0279,8.9836,9.0195,9.5789,9.1546,8.8745,9.4279,9.6907,9.5277,9.0279,9.7869,8.7678,9.3253,9.029,9.2416,9.3521,8.7106,9.6907,8.3259,8.7439,8.1862,8.5266,9.1499,9.2992,9.0219,8.7662,9.0815,9.3253,8.8335,8.1152,8.7257,9.1234,9.4338,8.6376,8.2916,8.8335,10.2327,9.2497,9.5708,9.313,9.2497,9.0853,9.1305,9.2416,8.7678,9.4166,9.229,8.6321,8.7662,9.383,8.8442,8.1698,9.6294,8.7892,8.7678,8.4062,8.2061,9.3072,9.2497,9.2503,8.3263,8.7835,9.0219,8.9927,8.2916,9.0311,8.6321,8.7835,9.1608,9.1608,8.6781,9.5277,8.2916,8.6781,9.0372,8.7004,9.4816,9.0279,8.7635,9.4453,8.1152,8.3263,8.4251,8.7004,8.9005,9.4383,9.029,9.0311,9.5054,9.7869,8.7678,8.2916,9.4345,9.0774,8.9729,8.8916,8.5539,9.4948,8.5698,9.7869,9.8927,8.3263,9.342,9.2416,8.3263,8.7892,9.7869,9.029,9.3253,8.7004,9.1672,9.3654,9.3253,9.8099,8.7835,8.3259,9.3521,9.5382,8.5266,9.6294,9.5708,9.2836,9.2932,8.7678,8.1862,9.0809,9.2599,8.4991,8.678
BSU21700,12.6767,11.9474,12.4163,13.2316,12.66,12.9541,14.1301,13.2642,13.0277,12.9685,11.748,13.249,13.2266,12.7297,12.8518,13.1642,13.2642,13.0476,12.6923,12.9386,13.5812,13.2312,13.6173,12.3421,12.8518,12.0831,13.0478,10.9882,13.2687,13.2584,12.492,13.315,12.5805,13.3589,12.9386,12.9864,12.4913,14.1301,13.3427,12.5569,13.7313,13.8402,12.9864,13.6543,13.0199,13.487,13.5962,13.0199,13.437,13.16,13.2312,12.6923,13.0286,12.8336,12.8308,12.5805,13.7022,13.1808,12.2967,13.1172,12.7397,12.6923,12.9557,12.118,12.5693,13.0199,13.2526,14.2015,12.958,13.315,13.0421,13.8402,12.9541,12.8308,12.958,13.2316,13.2316,12.8021,13.1642,13.8402,12.8021,13.3014,12.7789,13.6253,13.2642,12.7312,11.9474,12.4913,14.2015,12.3591,12.7789,12.66,13.399,13.5812,12.9541,13.3952,13.0476,12.6923,13.8402,13.4169,13.0037,12.5797,12.6182,14.3908,13.4831,13.5971,13.0476,12.3044,14.2015,12.7525,13.2312,14.2015,12.7397,13.0476,13.5812,12.9386,12.7789,13.4238,12.1512,12.9386,13.4285,12.958,12.0831,13.6173,12.5325,13.2687,13.1172,13.487,12.4063,13.3339,12.6923,10.9882,12.5686,13.4439,12.2422,13.2879
BSU26720,9.3605,9.2836,9.0309,9.441,9.6768,10.3187,9.0461,10.5304,10.3167,10.2941,9.6071,10.3895,10.3313,9.8347,11.116,10.8325,10.5304,9.7106,8.966,10.4549,9.8038,10.353,9.1885,9.7073,11.116,9.4735,10.3397,8.5392,9.7311,10.5298,9.4643,9.8544,9.5723,10.313,10.4549,10.2572,9.2666,9.0461,10.7734,10.1722,9.216,8.7525,10.2572,10.5583,10.1344,10.2326,10.124,10.1344,10.6144,10.4244,10.353,8.966,10.4539,10.4484,9.8895,9.5723,9.0953,10.0074,9.5067,9.7741,10.2103,8.966,9.4191,9.1983,9.0502,10.1344,10.4998,9.5322,10.2702,9.8544,9.8085,8.7525,10.3187,9.8895,10.2702,9.441,9.441,10.0173,10.8325,8.7525,10.0173,10.2568,10.0617,10.5028,10.5304,10.158,9.2836,9.2666,9.5322,9.6318,10.0617,9.6768,10.8708,9.8038,10.3187,10.9235,9.7106,8.966,8.7525,10.2898,9.9103,10.0302,9.4986,10.1393,10.5203,9.4525,9.7106,9.2127,9.5322,10.4822,10.353,9.5322,10.2103,9.7106,9.8038,10.4549,10.0617,10.5057,10.8563,10.4549,11.2158,10.2702,9.4735,9.1885,9.8691,9.7311,9.7741,10.2326,9.9003,10.7732,8.966,8.5392,10.2059,9.492,9.4995,9.7715
BSU02220,9.3113,8.8859,8.903,9.3272,9.3389,9.2713,9.2147,9.3888,9.548,9.0936,9.0631,9.6119,9.4671,8.9066,9.197,9.5158,9.3888,9.3956,9.1124,8.9287,10.5077,9.6539,9.3846,8.8837,9.197,8.9003,9.3498,8.0306,10.0519,9.2091,9.699,9.7421,9.11,9.4189,8.9287,9.3092,8.6392,9.2147,9.7183,9.1329,9.1412,9.1395,9.3092,10.1979,9.4162,9.0765,9.7402,9.4162,9.6696,9.6045,9.6539,9.1124,9.021,9.2932,9.0695,9.11,9.3217,9.2287,8.5617,9.2362,9.2278,9.1124,9.2376,8.6565,9.025,9.4162,9.4322,9.7963,9.5074,9.7421,9.6562,9.1395,9.2713,9.0695,9.5074,9.3272,9.3272,9.1825,9.5158,9.1395,9.1825,9.6651,9.3741,9.9317,9.3888,9.1836,8.8859,8.6392,9.7963,8.7689,9.3741,9.3389,10.5313,10.5077,9.2713,9.7733,9.3956,9.1124,9.1395,10.0336,9.3651,9.3517,9.0394,10.2307,10.0466,10.172,9.3956,9.1656,9.7963,9.1295,9.6539,9.7963,9.2278,9.3956,10.5077,8.9287,9.3741,9.6201,8.8023,8.9287,9.9297,9.5074,8.9003,9.3846,9.0159,10.0519,9.2362,9.0765,8.9179,9.4835,9.1124,8.0306,8.9635,9.4486,9.1113,10.8742
BSU34380,9.567,8.1688,9.6107,9.6499,8.6295,8.8538,8.1108,8.5933,8.8907,8.1034,8.3216,7.4598,6.8835,7.6705,11.3221,7.7408,8.5933,8.4069,8.6253,8.4693,9.1353,8.3315,8.5554,8.1699,11.3221,7.9513,8.0023,7.5412,9.1253,8.1283,10.483,8.9521,8.337,7.4667,8.4693,7.4033,6.9991,8.1108,8.2172,7.5146,8.0036,7.9668,7.4033,10.9897,8.7298,8.6982,8.1695,8.7298,7.865,9.3059,8.3315,8.6253,7.6013,9.2064,7.6577,8.337,8.3509,7.557,7.6231,8.4138,8.3911,8.6253,8.9364,7.0168,9.7035,8.7298,8.9907,9.5357,7.9546,8.9521,9.3541,7.9668,8.8538,7.6577,7.9546,9.6499,9.6499,7.694,7.7408,7.9668,7.694,7.371,7.6442,7.8416,8.5933,8.2161,8.1688,6.9991,9.5357,7.9633,7.6442,8.6295,10.7361,9.1353,8.8538,8.2921,8.4069,8.6253,7.9668,8.1314,8.9425,8.2367,8.0144,9.8159,8.1833,8.3733,8.4069,9.3558,9.5357,8.4908,8.3315,9.5357,8.3911,8.4069,9.1353,8.4693,7.6442,8.5055,10.9459,8.4693,8.8006,7.9546,7.9513,8.5554,7.0765,9.1253,8.4138,8.6982,7.4849,8.0654,8.6253,7.5412,10.4176,8.4796,9.0274,8.8497
BSU14730,8.933,10.2073,8.8261,8.5545,9.1034,8.8328,8.4861,8.8242,8.4259,8.6966,10.0917,8.8506,8.649,9.1722,9.5419,9.1615,8.8242,9.3419,8.8504,9.3159,8.2323,9.0619,8.9627,8.5375,9.5419,8.2787,8.5539,8.3004,9.173,8.5599,8.5791,9.3312,8.51,9.0083,9.3159,8.6342,8.0723,8.4861,8.9637,9.0905,8.5688,8.3,8.6342,9.3622,9.0207,9.398,9.0921,9.0207,8.9357,8.934,9.0619,8.8504,9.5602,9.1066,8.5789,8.51,8.8839,8.6814,7.786,9.2087,8.5923,8.8504,8.7849,8.0125,8.4255,9.0207,9.2431,9.3686,8.8015,9.3312,8.9985,8.3,8.8328,8.5789,8.8015,8.5545,8.5545,8.2074,9.1615,8.3,8.2074,8.7618,8.5989,9.137,8.8242,8.5687,10.2073,8.0723,9.3686,8.1256,8.5989,9.1034,8.4965,8.2323,8.8328,9.1898,9.3419,8.8504,8.3,8.5161,9.1427,8.8347,8.6583,9.7987,8.6802,7.7859,9.3419,9.0208,9.3686,8.8902,9.0619,9.3686,8.5923,9.3419,8.2323,9.3159,8.5989,9.021,9.2846,9.3159,9.5394,8.8015,8.2787,8.9627,9.4802,9.173,9.2087,9.398,8.8397,8.904,8.8504,8.3004,8.7338,9.2591,8.3685,7.7542
BSU38220,9.7185,10.6763,9.0054,11.0593,9.8934,9.869,10.6869,10.0243,9.7367,9.8438,10.8275,10.0997,9.8724,11.0544,10.9436,10.3631,10.0243,11.0621,9.3775,10.3268,10.2257,9.8298,9.6088,9.4475,10.9436,9.0802,9.9461,9.3605,9.7968,10.2163,8.2177,9.7098,9.7337,10.1681,10.3268,9.7966,9.1022,10.6869,10.1176,11.2762,10.8834,10.8925,9.7966,9.9711,9.6905,10.8446,9.9011,9.6905,10.2055,10.0661,9.8298,9.3775,11.0275,9.911,9.7416,9.7337,9.4606,9.7607,9.5688,10.7914,9.7437,9.3775,9.391,8.8845,8.9917,9.6905,10.0794,10.1996,9.9041,9.7098,9.542,10.8925,9.869,9.7416,9.9041,11.0593,11.0593,9.6936,10.3631,10.8925,9.6936,9.8821,9.7382,10.294,10.0243,9.6227,10.6763,9.1022,10.1996,9.444,9.7382,9.8934,10.1662,10.2257,9.869,10.2586,11.0621,9.3775,10.8925,10.703,9.7626,9.9524,9.6887,10.8909,10.8523,9.6911,11.0621,9.7176,10.1996,9.8596,9.8298,10.1996,9.7437,11.0621,10.2257,10.3268,9.7382,10.0712,10.5954,10.3268,10.8115,9.9041,9.0802,9.6088,10.9865,9.7968,10.7914,10.8446,10.8425,10.0619,9.3775,9.3605,10.2339,9.7989,9.3816,9.98
BSU13480,10.377,11.6605,9.7015,11.264,10.6893,10.8876,10.8086,11.4741,11.1038,11.071,11.2853,11.0751,10.8998,10.4311,11.6692,10.9721,11.4741,12.3224,9.9003,11.7299,10.8632,10.9918,10.1459,10.5947,11.6692,10.4798,11.2213,9.3897,10.4035,11.1991,10.2549,10.5957,10.3271,11.3702,11.7299,11.2372,10.4446,10.8086,11.4586,10.8628,10.9898,10.7349,11.2372,11.2267,10.8813,12.3543,11.0554,10.8813,11.5579,11.5123,10.9918,9.9003,11.6727,11.2468,10.7943,10.3271,10.0298,11.15,10.2326,12.2154,11.0346,9.9003,10.5556,10.2034,9.8838,10.8813,11.4966,8.934,11.2074,10.5957,10.3808,10.7349,10.8876,10.7943,11.2074,11.264,11.264,11.0105,10.9721,10.7349,11.0105,11.248,10.7932,11.2924,11.4741,10.6382,11.6605,10.4446,8.934,10.559,10.7932,10.6893,10.6209,10.8632,10.8876,11.4535,12.3224,9.9003,10.7349,10.9821,10.7854,11.0365,10.8598,9.1706,11.1523,10.5027,12.3224,10.2276,8.934,10.9287,10.9918,8.934,11.0346,12.3224,10.8632,11.7299,10.7932,11.4961,11.1956,11.7299,11.6051,11.2074,10.4798,10.1459,10.9726,10.4035,12.2154,12.3543,10.5705,11.2053,9.9003,9.3897,11.133,10.5105,10.9919,10.5034
BSU08100,12.1262,11.9165,12.1651,13.1894,9.1321,8.5301,10.657,7.8621,8.5366,8.2192,11.8431,8.8651,8.7249,8.755,9.9074,9.0993,7.8621,9.9486,12.1275,9.9058,10.8903,8.995,12.5399,7.9622,9.9074,7.8021,7.8388,7.8211,12.1857,9.9066,11.4999,8.9627,8.0854,7.9924,9.9058,8.056,7.268,10.657,8.2071,11.3143,10.3466,10.1872,8.056,12.0351,8.9553,9.7125,8.8926,8.9553,8.2481,8.1343,8.995,12.1275,11.9325,8.5899,7.9752,8.0854,12.2912,8.0954,9.0723,9.7278,8.1281,12.1275,12.0909,7.8688,12.1441,8.9553,8.4225,7.4478,8.2827,8.9627,10.9335,10.1872,8.5301,7.9752,8.2827,13.1894,13.1894,7.9592,9.0993,10.1872,7.9592,8.9371,8.6552,9.0804,7.8621,7.6648,11.9165,7.268,7.4478,7.6979,8.6552,9.1321,11.1323,10.8903,8.5301,8.4417,9.9486,12.1275,10.1872,11.9941,9.1006,8.2665,8.3201,7.6307,12.1694,10.6316,9.9486,11.9436,7.4478,8.1256,8.995,7.4478,8.1281,9.9486,10.8903,9.9058,8.6552,8.1885,9.608,9.9058,8.5402,8.2827,7.8021,12.5399,9.5529,12.1857,9.7278,9.7125,10.7367,8.0998,12.1275,7.8211,7.8007,12.7861,8.8234,11.0697
BSU32920,9.8382,9.8919,9.6832,10.1296,9.4238,8.5735,8.5384,8.634,8.3473,8.6225,10.0582,8.8365,8.6247,8.8748,9.8933,8.6278,8.634,9.529,8.6678,9.1389,8.7406,8.7525,9.1268,8.146,9.8933,8.2762,8.4541,8.0346,9.1266,8.7579,8.7495,9.0562,8.2499,8.5238,9.1389,8.6805,8.0022,8.5384,8.8668,8.9267,8.3017,8.6034,8.6805,9.1822,8.5611,8.7014,8.8547,8.5611,8.8355,8.799,8.7525,8.6678,9.2065,8.9562,8.4269,8.2499,9.2123,8.6397,7.8998,9.3936,8.6226,8.6678,8.5075,8.0482,9.8132,8.5611,9.0695,8.6467,8.6871,9.0562,8.955,8.6034,8.5735,8.4269,8.6871,10.1296,10.1296,8.3407,8.6278,8.6034,8.3407,8.8816,8.6395,8.8781,8.634,8.2733,9.8919,8.0022,8.6467,8.1169,8.6395,9.4238,9.0075,8.7406,8.5735,9.0416,9.529,8.6678,8.6034,8.4854,8.7375,8.557,8.7607,8.9216,8.4228,8.49,9.529,9.7641,8.6467,8.2384,8.7525,8.6467,8.6226,9.529,8.7406,9.1389,8.6395,8.8298,9.4977,9.1389,8.8513,8.6871,8.2762,9.1268,8.8277,9.1266,9.3936,8.7014,8.6662,8.6561,8.6678,8.0346,8.2305,9.0344,8.5579,8.5181
BSU36440,10.4022,10.4415,9.6918,9.6016,9.9404,9.3748,8.4624,9.7295,9.4211,9.1846,9.9786,9.8441,9.5612,10.4477,10.496,9.6709,9.7295,10.4032,9.526,9.324,9.3602,10.283,10.7498,9.2636,10.496,9.0892,9.3881,8.9612,9.7613,9.4272,8.4084,10.7368,9.2649,9.4108,9.324,9.4,8.7439,8.4624,9.6967,10.6537,8.4046,8.1516,9.4,9.5912,10.0714,9.8179,10.3737,10.0714,9.8292,9.7431,10.283,9.526,9.6937,9.8103,9.4079,9.2649,10.9348,9.4434,8.6655,9.9478,9.4335,9.526,9.5256,8.85,9.8308,10.0714,9.6664,10.3819,9.5463,10.7368,10.4253,8.1516,9.3748,9.4079,9.5463,9.6016,9.6016,9.0342,9.6709,8.1516,9.0342,10.0615,9.3838,10.5857,9.7295,9.4344,10.4415,8.7439,10.3819,9.0237,9.3838,9.9404,9.1085,9.3602,9.3748,10.141,10.4032,9.526,8.1516,9.129,10.2152,9.5267,9.4029,11.1273,9.1629,8.7196,10.4032,10.4155,10.3819,9.3415,10.283,10.3819,9.4335,10.4032,9.3602,9.324,9.3838,9.9282,9.9059,9.324,9.9269,9.5463,9.0892,10.7498,10.8117,9.7613,9.9478,9.8179,9.9367,9.8131,9.526,8.9612,9.1201,10.4235,9.2532,8.7072
BSU36110,9.0212,9.5933,9.0207,10.631,9.3947,9.2982,9.8799,9.412,8.9134,9.1227,9.6289,9.3216,9.1111,10.7329,9.7415,9.4812,9.412,10.6523,11.5213,9.8894,8.861,10.2669,10.8136,8.9037,9.7415,8.8786,9.3108,9.1529,12.2408,9.0853,9.1567,11.6791,8.7289,9.0434,9.8894,8.707,8.4262,9.8799,9.4962,10.4721,10.0269,10.4698,8.707,9.5462,10.3648,10.0398,9.9506,10.3648,9.2428,9.4866,10.2669,11.5213,10.1888,9.1843,8.6914,8.7289,10.5568,8.7436,8.386,10.5042,9.1907,11.5213,12.5708,8.2002,9.0127,10.3648,9.4061,10.3256,9.0945,11.6791,11.162,10.4698,9.2982,8.6914,9.0945,10.631,10.631,9.0401,9.4812,10.4698,9.0401,9.2531,8.9777,9.975,9.412,9.0904,9.5933,8.4262,10.3256,8.51,8.9777,9.3947,9.0788,8.861,9.2982,9.8622,10.6523,11.5213,10.4698,10.1729,11.1568,9.363,9.0235,11.0763,10.2633,8.5352,10.6523,8.9856,10.3256,9.1543,10.2669,10.3256,9.1907,10.6523,8.861,9.8894,8.9777,9.5614,9.2736,9.8894,9.9404,9.0945,8.8786,10.8136,11.0155,12.2408,10.5042,10.0398,10.1748,9.4446,11.5213,9.1529,9.2206,11.986,8.7111,8.5168
BSU17590,9.7422,11.1856,9.4006,9.7452,9.2465,10.2016,9.777,10.2138,10.1165,10.0855,11.1906,10.3865,10.2446,9.5197,10.9533,10.4695,10.2138,10.9463,9.5875,10.6787,10.1994,10.4136,10.0753,9.4784,10.9533,9.3157,9.893,8.4342,9.8531,10.1602,9.7433,10.3718,9.3594,10.251,10.6787,10.2093,9.2598,9.777,10.3685,9.7239,9.6703,9.7253,10.2093,10.4341,10.2495,10.8338,10.3789,10.2495,10.3955,10.2043,10.4136,9.5875,10.4795,10.029,9.7381,9.3594,10.0069,10.1506,9.296,10.9175,9.6385,9.5875,9.4328,9.2883,9.5192,10.2495,10.2985,10.2418,10.2202,10.3718,10.2434,9.7253,10.2016,9.7381,10.2202,9.7452,9.7452,9.7033,10.4695,9.7253,9.7033,10.32,10.0596,10.6001,10.2138,9.8386,11.1856,9.2598,10.2418,9.3723,10.0596,9.2465,10.1963,10.1994,10.2016,10.5003,10.9463,9.5875,9.7253,10.7462,10.1856,9.8332,9.5471,10.6998,10.944,9.8938,10.9463,9.4808,10.2418,9.905,10.4136,10.2418,9.6385,10.9463,10.1994,10.6787,10.0596,10.3953,10.4748,10.6787,10.6959,10.2202,9.3157,10.0753,9.6183,9.8531,10.9175,10.8338,9.4766,10.3768,9.5875,8.4342,10.0331,10.199,9.3939,9.9775
BSU24250,10.4378,11.2344,10.4948,11.0314,11.3361,11.5326,11.0246,11.642,11.1315,11.0221,11.2226,11.532,11.4737,12.6802,12.8625,11.8958,11.642,11.5995,10.2433,11.6866,10.7409,11.6258,11.1008,10.7189,12.8625,10.9588,11.5194,10.692,10.2674,11.3558,10.852,11.3183,11.0373,11.4943,11.6866,11.3956,10.9341,11.0246,11.9532,12.5275,11.2647,11.0569,11.3956,11.4502,11.4187,12.1953,11.7956,11.4187,11.9682,11.9161,11.6258,10.2433,12.1911,11.1254,10.9492,11.0373,11.071,11.2884,10.7765,11.4314,11.2736,10.2433,10.1937,10.4911,10.5444,11.4187,11.6057,11.2922,11.7409,11.3183,11.1014,11.0569,11.5326,10.9492,11.7409,11.0314,11.0314,11.213,11.8958,11.0569,11.213,11.6063,11.4268,12.0816,11.642,11.5703,11.2344,10.9341,11.2922,10.785,11.4268,11.3361,11.3374,10.7409,11.5326,12.1524,11.5995,10.2433,11.0569,10.9183,11.2895,11.3793,11.0439,12.3287,11.3857,10.4692,11.5995,10.2391,11.2922,11.5193,11.6258,11.2922,11.2736,11.5995,10.7409,11.6866,11.4268,11.914,11.8771,11.6866,12.3136,11.7409,10.9588,11.1008,12.6917,10.2674,11.4314,12.1953,11.9272,11.8166,10.2433,10.692,11.6635,11.035,10.6975,10.6686
BSU26840,8.964,9.135,8.0589,9.1203,8.9202,8.7803,8.0462,8.8446,8.8134,8.9335,9.4292,8.7756,8.5478,8.0846,9.6498,9.0808,8.8446,9.1175,8.6522,9.1326,8.916,8.7303,8.5889,8.553,9.6498,8.3471,8.762,7.6837,9.0405,9.236,8.0158,8.6485,8.5632,8.711,9.1326,8.9955,8.044,8.0462,8.8804,7.8711,7.8226,7.5354,8.9955,8.9063,8.5435,8.8365,8.6219,8.5435,8.7836,8.7948,8.7303,8.6522,8.9359,9.0223,8.6955,8.5632,8.6266,8.8069,8.1168,9.2535,8.8411,8.6522,8.5502,7.9694,8.0712,8.5435,8.9469,7.9071,8.8599,8.6485,8.8036,7.5354,8.7803,8.6955,8.8599,9.1203,9.1203,8.6547,9.0808,7.5354,8.6547,8.8787,8.6836,8.6613,8.8446,8.7153,9.135,8.044,7.9071,8.3366,8.6836,8.9202,8.5405,8.916,8.7803,9.2306,9.1175,8.6522,7.5354,9.0807,8.582,8.7119,8.6337,7.9608,8.9875,8.3023,9.1175,8.9324,7.9071,8.7137,8.7303,7.9071,8.8411,9.1175,8.916,9.1326,8.6836,9.1003,9.5369,9.1326,9.4204,8.8599,8.3471,8.5889,8.1128,9.0405,9.2535,8.8365,8.0092,9.1537,8.6522,7.6837,8.6355,8.6857,8.4251,8.4668
BSU02740,9.8897,10.2242,9.6213,10.8457,9.9929,10.0721,9.6724,10.26,9.9297,9.7353,10.2885,10.223,10.0448,9.6713,10.4584,10.0921,10.26,11.0934,9.2464,10.3411,9.7083,10.0763,9.4124,9.5413,10.4584,9.418,10.0437,8.5424,10.4373,9.7981,9.7032,10.1019,9.5184,10.0653,10.3411,9.8986,9.3437,9.6724,10.3784,9.9556,9.6791,9.6723,9.8986,10.7642,9.8223,10.7672,10.1474,9.8223,10.4338,10.277,10.0763,9.2464,10.6333,10.0803,9.7704,9.5184,9.204,9.9784,9.3012,10.9912,9.9035,9.2464,9.7301,9.2505,9.7816,9.8223,10.3023,10.0963,10.1092,10.1019,9.9904,9.6723,10.0721,9.7704,10.1092,10.8457,10.8457,9.7065,10.0921,9.6723,9.7065,10.1565,9.8175,10.3366,10.26,9.6377,10.2242,9.3437,10.0963,9.4741,9.8175,9.9929,10.3805,9.7083,10.0721,10.5002,11.0934,9.2464,9.6723,10.0519,9.8771,9.9016,9.6514,10.5718,10.3045,9.5238,11.0934,9.5865,10.0963,9.8247,10.0763,10.0963,9.9035,11.0934,9.7083,10.3411,9.8175,10.3338,10.0626,10.3411,10.5932,10.1092,9.418,9.4124,10.0875,10.4373,10.9912,10.7672,9.7655,10.2201,9.2464,8.5424,10.118,9.6912,9.515,9.6931
BSU05150,9.8842,10.5006,9.8679,10.6101,10.4888,9.1211,9.4137,9.4838,9.2058,9.2934,10.7323,9.2831,9.1605,9.7943,11.6402,9.4889,9.4838,10.3456,8.9929,9.3216,9.9214,10.0836,9.7579,9.2437,11.6402,8.4163,9.0897,8.4712,9.3318,9.3008,9.9378,10.2361,8.7688,9.1442,9.3216,8.9938,8.2845,9.4137,9.5475,9.6369,9.377,9.2147,8.9938,10.3113,9.7665,8.9262,10.135,9.7665,9.5104,9.4306,10.0836,8.9929,9.4939,9.6438,9.0566,8.7688,9.7463,9.0596,8.3431,10.2514,8.92,8.9929,8.6904,8.4547,9.8715,9.7665,9.361,9.5169,9.1001,10.2361,9.7664,9.2147,9.1211,9.0566,9.1001,10.6101,10.6101,8.7816,9.4889,9.2147,8.7816,9.1569,8.8621,10.3009,9.4838,8.8294,10.5006,8.2845,9.5169,8.513,8.8621,10.4888,9.6878,9.9214,9.1211,9.7503,10.3456,8.9929,9.2147,10.015,9.7088,8.9809,9.2989,9.8298,10.19,9.5385,10.3456,9.9003,9.5169,9.7118,10.0836,9.5169,8.92,10.3456,9.9214,9.3216,8.8621,9.3817,11.3637,9.3216,9.7407,9.1001,8.4163,9.7579,9.6372,9.3318,10.2514,8.9262,9.3204,9.5236,8.9929,8.4712,9.1544,9.4184,8.6098,9.5539
BSU02500,9.221,10.3649,9.4932,9.809,9.8445,10.3034,9.8342,10.6085,10.2256,9.94,10.0853,10.5411,10.4298,10.2497,10.9624,10.4829,10.6085,10.9279,9.6082,10.4627,9.9897,10.7675,10.5949,9.6412,10.9624,9.9309,10.1014,9.034,9.4039,10.264,9.4329,10.7477,9.8712,10.3563,10.4627,10.3853,9.7467,9.8342,10.7288,10.4443,9.922,9.7246,10.3853,10.2442,10.3967,10.8412,10.8965,10.3967,10.6587,10.6892,10.7675,9.6082,10.8609,10.148,10.0207,9.8712,10.5038,10.2891,9.446,10.766,10.2223,9.6082,9.3775,9.2909,9.5322,10.3967,10.6925,10.6306,10.3267,10.7477,10.4029,9.7246,10.3034,10.0207,10.3267,9.809,9.809,10.147,10.4829,9.7246,10.147,10.4626,10.082,10.995,10.6085,10.2353,10.3649,9.7467,10.6306,9.7119,10.082,9.8445,10.19,9.9897,10.3034,10.7903,10.9279,9.6082,9.7246,11.316,10.3662,10.4515,10.504,11.2173,11.4863,9.8325,10.9279,9.1073,10.6306,10.1845,10.7675,10.6306,10.2223,10.9279,9.9897,10.4627,10.082,10.6485,10.1357,10.4627,10.9676,10.3267,9.9309,10.5949,10.981,9.4039,10.766,10.8412,10.1998,10.3444,9.6082,9.034,10.2818,10.5822,9.828,9.8671
BSU26670,9.2096,9.996,8.6969,7.9127,9.2671,9.348,8.526,9.5717,9.3578,9.678,9.8442,9.5786,9.451,9.3291,10.4262,9.7002,9.5717,9.0918,8.6957,9.2845,9.408,9.6049,9.0361,9.0239,10.4262,9.1207,9.4211,8.2874,7.9797,9.7113,8.4368,9.2975,8.9901,9.5313,9.2845,9.4053,8.662,8.526,9.9768,9.3685,8.6317,8.3691,9.4053,9.433,9.4541,9.6168,9.5641,9.4541,9.6962,9.6264,9.6049,8.6957,9.4608,9.7597,9.2206,8.9901,8.9322,9.3057,8.6181,8.987,9.4747,8.6957,8.0043,8.6989,8.7361,9.4541,9.7876,8.1303,9.4001,9.2975,9.0729,8.3691,9.348,9.2206,9.4001,7.9127,7.9127,9.325,9.7002,8.3691,9.325,9.5376,9.0723,9.6763,9.5717,9.3094,9.996,8.662,8.1303,8.7788,9.0723,9.2671,9.29,9.408,9.348,10.3608,9.0918,8.6957,8.3691,9.8303,9.3628,9.8731,9.0819,8.2017,9.9097,8.773,9.0918,9.2475,8.1303,9.3982,9.6049,8.1303,9.4747,9.0918,9.408,9.2845,9.0723,9.6426,10.1998,9.2845,10.2822,9.4001,9.1207,9.0361,9.886,7.9797,8.987,9.6168,9.2116,10.0513,8.6957,8.2874,9.2549,9.0549,9.0295,9.0986
