"S0_1"	"S1_1"	"S2_1"	"S3_1"	"S4_1"	"S5_1"	"S0_2"	"S1_2"	"S2_2"	"S3_2"	"S4_2"	"S5_2"	"S0_3"	"S1_3"	"S2_3"	"S3_3"	"S4_3"	"S5_3"	"S6_4"	"S7_4"	"S6_5"	"S7_5"	"S6_6"	"G135_1"	"G150_1"	"G150_2"	"G135_3"	"G150_3"	"C30_1"	"C30_2"	"T.5.40H_1"	"T.4.40H_1"	"T.3.40H_1"	"T.2.40H_1"	"T.1.40H_1"	"T.1.10H_1"	"T.0.40H_1"	"T0.0H_1"	"T0.30H_1"	"T1.0H_1"	"T1.30H_1"	"T2.0H_1"	"T2.30H_1"	"T3.0H_1"	"T3.30H_1"	"T4.0H_1"	"BMM_1"	"Heat_1"	"Cold_1"	"BMM_2"	"Heat_2"	"Cold_2"	"BMM_3"	"Heat_3"	"Cold_3"	"SMM_1"	"SMM_2"	"SMM_3"	"Mt0_1_dupl01"	"Mt0_1_dupl02"	"M0t45_1"	"Mt0_2_dupl01"	"Mt0_2_dupl02"	"M0t45_2"	"Mt0_3_dupl01"	"Mt0_3_dupl02"	"M0t45_3"	"M40t45_1"	"M40t45_2"	"M40t45_3"	"dia0_1"	"dia5_1"	"dia0_2"	"dia5_2"	"dia0_3"	"dia5_3"	"GM.0.2_1"	"GM.0.1_1"	"GM.5_1"	"GM.15_1"	"GM.25_1"	"GM.45_1"	"GM.60_1"	"GM.90_1"	"GM.120_1"	"GM.0.2_2"	"GM.0.1_2"	"GM.5_2"	"GM.10_2"	"GM.15_2"	"GM.25_2"	"GM.45_2"	"GM.60_2"	"GM.90_2"	"GM.0.2_3"	"GM.0.1_3"	"GM.5_3"	"GM.10_3"	"GM.15_3"	"GM.25_3"	"GM.45_3"	"GM.60_3"	"GM.90_3"	"GM.120_3"	"MG.0.1_1"	"MG.5_1"	"MG.10_1"	"MG.15_1"	"MG.25_1"	"MG.45_1"	"MG.120_1"	"MG.0.1_2"	"MG.0.2_2"	"MG.t5_2"	"MG.10_2"	"MG.15_2"	"MG.25_2"	"MG.45_2"	"MG.60_2"	"MG.90_2"	"MG.0.1_3"	"MG.0.2_3"	"MG.5_3"	"MG.10_3"	"MG.15_3"	"MG.25_3"	"MG.45_3"	"MG.60_3"	"MG.90_3"	"MG.120_3"
"BSU30400"	10.2955	10.8439	10.4754	10.2998	10.0161	9.5977	10.0328	10.5809	10.388	10.5265	9.645	9.6817	10.0627	10.9119	10.1143	8.8642	9.3297	9.8544	8.7305	9.2696	9.1026	9.2417	9.0121	9.6728	9.5042	9.9543	8.4305	9.9055	9.9493	10.2525	11.2142	11.0604	10.8713	10.7839	10.9455	11.1706	10.8239	10.7874	10.0921	9.8214	9.8332	10.0619	10.8028	10.3791	10.7186	10.686	10.5626	10.75	11.9293	10.312	10.5974	11.1871	10.2041	10.3116	10.5862	10.6714	10.6194	10.6474	10.0228	10.0228	10.9231	10.3238	10.3238	10.2019	10.3004	10.3004	10.9908	10.6805	11.1457	11.1487	9.8954	11.194	10.2198	11.2388	10.6074	11.3488	10.4259	10.404	10.1506	10.7745	10.9806	10.9466	10.7711	10.9569	10.2993	10.526	10.5647	10.3348	10.4337	10.3968	10.3299	9.6478	9.7103	10.8342	10.5015	10.6259	10.8649	9.749	10.516	10.3089	10.3011	10.0996	10.5044	10.7397	10.4436	10.3861	10.8468	9.9558	10.5242	10.3187	10.2401	9.5252	10.1266	10.3073	10.4711	11.1356	10.1101	9.9592	10.2779	10.1776	10.5778	10.0582	10.1145	9.6865	10.5175	10.5072	10.8414	10.4408	10.6547	10.3998
"BSU22440"	12.1776	11.2782	10.5127	11.843	12.167	11.92	12.2462	11.3508	10.5973	11.9409	12.1018	12.0164	12.2768	11.612	10.2956	11.7402	11.4578	12.0019	10.8256	10.8995	11.5241	10.4934	11.5101	13.1549	12.7845	13.2688	10.9568	13.3317	11.8225	12.0451	12.4354	12.3279	12.0671	11.6553	11.4466	11.537	11.355	11.2895	9.3122	9.7613	9.1875	9.2098	9.8332	9.6535	10.0305	10.0062	12.3984	13.0371	11.259	12.182	13.0023	10.5543	12.6156	12.6794	9.919	11.7735	11.7182	11.6608	13.2786	13.2786	12.2266	9.3996	9.3996	13.2661	13.2166	13.2166	12.6965	12.0737	10.2948	12.6636	12.8415	11.8587	12.8764	12.7585	13.1799	12.4408	11.8827	11.645	11.3587	12.0576	12.508	12.3703	12.3703	12.4886	11.4879	12.1768	12.096	11.9117	12.1156	11.7573	11.9333	11.1017	11.2131	12.1239	11.6446	11.7643	11.8449	10.8267	11.6299	11.2569	11.2654	11.1158	11.8346	11.6824	12.1715	12.0713	12.7495	11.7483	12.284	11.8132	10.9856	11.1885	11.6571	12.1362	12.3846	13.0848	11.9772	11.7137	12.0385	11.6638	12.6645	12.0697	11.7409	11.5956	12.3969	12.4151	12.8458	12.2437	12.2107	11.3419
"BSU24100"	11.0074	9.8267	9.1688	10.3054	10.4543	10.3823	10.8527	9.7835	9.3647	10.3246	10.5476	10.485	11.4622	10.0143	9.3056	9.7134	9.9005	10.5705	9.4545	9.7639	9.9234	9.2734	10.0721	12.5042	11.7341	12.6078	10.4207	12.1796	9.7074	9.9388	10.7232	10.4465	10.2663	10.2327	10.0463	10.3201	10.0189	9.8388	10.0391	9.7938	9.1372	9.0364	9.412	9.3687	10.1006	10.059	11.1425	11.3297	13.8713	10.7287	11.3983	12.9236	10.2876	10.8438	12.1681	10.1476	10.036	9.9919	11.6627	11.6627	10.7001	10.9414	10.9414	12.368	12.1058	12.1058	11.1814	10.6217	11.9772	11.327	12.1419	11.7406	11.5909	11.6454	12.1204	11.3242	10.2207	10.0828	10.0874	10.3009	10.4454	10.593	10.6375	10.9576	10.1895	10.4741	10.5344	10.5624	10.4297	9.9631	10.0048	9.4747	9.901	10.6256	10.0244	10.1301	10.2548	9.1595	9.7604	9.209	9.7037	9.5455	10.2443	10.2747	10.8791	10.7758	11.1613	10.3063	10.6893	10.6169	9.9783	10.0944	10.4696	10.5946	10.9205	11.3395	10.707	10.3153	10.8036	10.3102	11.2887	10.6405	10.1894	10.5436	11.1307	11.0201	11.5219	10.8185	10.9692	10.5628
"BSU26580"	8.2916	9.4025	9.029	9.5325	10.2327	9.7458	8.6376	9.4345	8.678	9.4383	9.6556	9.8499	8.7257	9.4948	8.5698	9.2992	9.6088	9.9438	8.855	9.8478	9.3262	9.8927	9.3072	9.4279	9.2836	9.5382	8.1862	9.4338	9.0387	8.9005	9.4816	9.313	9.2416	9.2497	9.0774	9.1111	9.0219	8.9927	8.5266	8.4062	8.7421	8.7678	9.2599	9.1117	9.3521	9.383	9.162	9.6907	8.5539	9.0809	9.3066	8.3263	9.1465	9.3654	8.2905	9.0311	8.907	8.7729	9.3253	9.3253	9.083	8.7554	8.7554	9.2469	9.4166	9.4166	9.6294	9.0171	9.1608	9.7869	9.1956	9.4028	9.3786	9.5789	9.5708	9.4453	8.778	8.7004	8.7263	8.7835	9.0853	9.1672	9.0279	9.1305	8.6087	9.5277	8.9186	8.7812	8.7755	8.8335	9.0815	8.1152	8.4251	9.2503	8.8745	9.1546	9.0372	8.2061	8.8442	8.6321	8.8916	8.7106	9.342	9.229	8.8691	9.0488	9.1234	8.7157	9.1032	9.0699	8.4991	8.1698	8.5652	8.6781	8.7439	9.8099	8.7635	8.3259	8.7892	8.3908	9.405	9.1499	9.0195	8.7662	9.246	9.2932	9.5054	8.9729	9.2201	8.9836
"BSU24020"	9.6431	9.6439	9.3857	9.3783	10.148	9.8361	9.2527	9.65	9.0882	9.5512	9.7552	9.9767	9.3559	9.6868	9.0847	9.2911	9.3159	10.0136	9.505	9.9023	9.8334	9.608	9.8865	9.4862	9.0656	9.1182	8.2401	9.1752	9.5145	9.6678	9.7348	9.3824	9.2918	9.227	9.1818	9.2504	9.2029	9.1203	9.522	9.1091	9.0945	9.1037	9.5979	9.0212	9.2141	9.0819	8.9956	10.0141	9.1193	8.8744	9.6281	8.769	9.1143	9.7634	8.5994	9.1751	9.0039	9.0125	8.9084	8.9084	9.3591	8.8934	8.8934	9.2501	9.0057	9.0057	9.7422	9.219	9.507	9.7856	8.8857	10.22	9.0683	10.0167	9.1678	9.7545	9.2139	9.1336	8.9258	9.2722	9.4033	9.3663	9.1924	9.3594	8.8384	9.5495	9.3429	9.2061	9.2869	9.2749	9.2828	8.5568	8.8329	9.3678	9.2669	9.544	9.42	8.5234	9.254	9.0643	9.0443	8.911	9.1242	9.3548	9.2068	9.1945	9.352	8.807	9.1051	9.204	8.7892	8.4796	8.8577	8.8999	9.032	9.7393	8.8233	8.6283	8.9971	8.5564	9.496	9.2718	9.0579	8.936	9.3749	9.243	9.5405	9.1796	9.1972	9.0627
"BSU29740"	12.6449	13.2494	12.0649	11.9803	12.7176	12.3901	12.6027	13.0213	12.0151	12.2435	12.1507	12.7341	12.4492	13.0393	11.854	12.1328	11.9571	12.5828	11.4914	11.8847	11.9513	11.6243	12.376	13.2791	13.3299	13.6925	11.7413	13.8904	12.5675	12.8053	13.1785	13.0364	12.9937	12.7262	12.5993	12.4897	12.6299	12.5924	11.8351	11.542	11.3226	11.2001	12.0487	11.4336	11.6347	11.5786	13.2477	13.6534	12.4659	12.9937	13.1608	11.8106	13.2457	12.8325	11.3996	12.7566	12.7378	12.8588	13.4414	13.4414	12.9275	11.9321	11.9321	13.1174	13.8948	13.8948	13.2748	12.7742	13.1229	13.4102	13.3645	12.7572	13.5945	12.909	13.5624	13.2114	12.4235	12.5208	13.1251	13.5071	14.2304	13.7627	13.6008	13.5695	12.6996	13.2446	13.2423	13.4788	13.3724	13.4496	13.8512	12.8419	12.6812	13.7879	12.9573	12.9331	13.8079	12.6893	13.3692	13.2819	13.2495	12.634	13.2579	13.29	13.6571	12.8692	13.4806	12.6316	13.1645	12.4435	11.894	12.9375	13.6087	13.0316	13.0755	13.7731	12.6242	12.3326	12.9403	12.3262	14.2522	13.8537	13.1516	12.4734	13.3498	13.2105	13.5852	13.2027	12.9587	12.1837
"BSU14140"	10.1484	12.0974	11.9508	11.923	12.522	12.2611	10.6577	12.0179	12.0198	11.9793	12.3047	12.5584	10.56	12.2385	12.0173	10.8133	11.8527	12.5068	10.7133	11.2442	11.1494	11.0007	11.1505	10.8275	11.2561	11.0887	9.3683	11.4347	10.0352	10.4346	11.9413	11.7643	11.8384	11.5821	11.5176	11.5707	11.4082	11.8703	10.373	11.3104	10.9023	10.8482	11.7767	11.4065	11.638	11.6891	11.265	11.6194	9.3623	10.9893	11.2736	9.0677	11.031	11.1293	8.8405	11.7119	11.7392	11.7539	11.9818	11.9818	11.0835	10.6978	10.6978	10.8517	12.1157	12.1157	11.4406	10.6094	11.7196	11.6598	11.4942	11.1357	11.8971	11.5451	11.7713	11.488	11.5649	11.5015	11.5233	11.9147	12.3301	12.1965	12.102	11.8535	11.0081	11.9672	12.355	11.921	11.8013	11.5282	11.8047	11.1439	11.1981	11.9983	12.0572	12.0358	12.1172	10.9162	11.503	11.4184	11.3721	11.3218	11.3965	11.7	11.7566	11.5656	11.9536	11.1206	11.8087	11.4046	11.5102	10.8655	11.5139	11.2947	11.5711	12.2839	11.3422	10.995	11.5427	11.2591	12.2124	11.7287	11.667	11.1114	11.893	11.7089	11.9663	11.764	11.6011	11.4521
"BSU25250"	12.3764	12.6746	11.6245	11.7594	12.3082	11.6839	12.2638	12.5341	11.7288	11.9223	11.7132	11.8849	12.1896	12.7392	11.3272	11.5195	11.5303	12.0099	10.5101	11.0236	11.1418	10.6829	11.1	13.6318	13.1595	13.9393	11.782	13.7197	11.875	12.0558	13.0937	12.9479	12.7858	12.6844	12.5315	12.6484	12.3576	12.3403	10.97	11.2828	10.6289	10.6369	11.4797	10.9899	11.19	11.3127	13.1495	13.5182	11.9923	12.8903	13.2964	11.2234	12.7989	13.0137	10.7387	12.773	12.688	12.7927	12.8405	12.8405	12.85	11.4161	11.4161	13.3665	13.3846	13.3846	13.383	12.6768	12.5898	13.5456	12.9346	13.1428	13.1995	13.6333	13.4963	13.7129	12.3686	12.3144	12.1853	12.7526	13.1532	13.1328	13.0037	13.167	12.0423	12.788	12.7779	12.6495	12.6236	12.3348	12.8273	11.9832	11.9183	12.8842	12.431	12.5358	12.637	11.6163	12.3352	12.2118	11.9785	12.0197	12.6524	12.3898	12.6709	12.5562	13.2999	12.4193	12.7722	12.4525	11.9087	11.8159	12.4635	12.5737	12.8278	13.3733	12.5001	11.9714	12.4329	12.2735	12.9511	12.3273	12.1689	12.0718	12.8992	12.8741	13.1793	12.5695	12.9409	12.4
"BSU33950"	12.769	10.9275	9.5918	12.1	12.3636	12.3636	12.9609	10.7104	11.1595	12.1882	12.5214	12.6213	13.3184	10.8764	10.9229	11.4827	12.0023	12.7273	12.5927	12.554	13.2645	12.1768	13.0526	15.2156	14.6132	14.6189	13.2774	15.0617	13.5079	13.9216	13.7621	13.736	13.6221	13.3552	13.3803	13.5315	13.3398	12.0747	11.1851	10.6678	10.2996	10.8755	12.2988	12.5011	12.8089	12.5912	14.459	15.1014	15.0537	14.1523	14.7972	13.9897	14.1917	14.3422	13.3744	13.7085	13.8257	14.0999	14.0755	14.0755	14.3296	9.2432	9.2432	15.1371	14.2624	14.2624	14.8873	13.9236	10.1063	15.0978	14.7022	10.6613	14.1905	10.9707	15.1069	12.0052	13.6458	13.5964	13.3111	13.5392	13.9623	13.3316	13.4658	13.5714	12.7582	14.0177	14.3335	14.1732	13.9375	13.9035	13.6649	12.6959	12.4693	13.5025	13.7601	13.6948	14.0366	12.9465	13.6562	13.1993	13.0724	12.523	12.8861	12.8063	11.1966	11.2944	12.4428	11.4693	13.0713	13.636	12.6422	10.3306	10.9201	11.5258	11.8559	12.5915	12.7049	13.1184	13.4542	13.2733	11.9045	11.2139	11.5529	11.7605	12.6267	13.5604	14.359	13.7041	14.1659	13.078
"BSU09430"	9.5978	10.4984	9.7358	9.608	10.0343	9.506	9.3011	10.3876	9.392	9.7204	9.4913	9.539	9.4436	10.4531	8.9802	8.9075	9.1258	9.6273	8.9265	9.4055	9.0384	9.5186	9.2631	9.2078	9.3956	9.5309	8.123	9.8395	10.0121	9.893	10.7996	10.6405	10.5691	10.4642	10.4163	10.4673	10.6109	10.4435	8.8052	8.8182	8.8576	9.0064	9.4418	8.9808	9.2993	9.2231	10.2106	11.0132	11.2355	10.0499	10.7278	10.8389	10.1395	10.5606	10.4658	10.1373	10.2085	10.1872	10.437	10.437	10.7717	10.0354	10.0354	10.1116	10.3032	10.3032	10.9177	10.2176	10.8586	11.0716	9.9547	11.6894	10.2494	11.7451	10.2054	11.6085	9.7531	9.9261	9.8556	10.174	10.6011	10.5595	10.5112	10.3005	9.7003	10.3669	10.3652	10.025	9.8525	9.9011	10.0444	9.4277	9.6892	10.5137	10.1966	10.2244	10.4589	9.3714	9.9479	9.8089	9.6615	9.8332	10.1808	10.1718	9.9155	9.729	10.262	9.5604	10.1597	9.7738	9.8596	8.936	9.536	9.609	9.7985	10.5128	9.6524	9.3993	10.107	9.9108	10.1304	9.8292	9.6907	9.3045	9.9573	10.0157	10.4529	10.1468	10.3432	10.2146
"BSU07590"	9.6739	11.0453	10.708	10.5502	10.1971	9.867	9.5094	10.9325	10.5633	10.5411	9.7894	9.9391	9.9173	11.1672	10.5415	9.0298	9.3259	10.0414	8.963	9.3131	9.4592	9.1106	9.4211	8.1215	8.5324	8.0517	7.6017	8.7562	9.2525	9.4924	10.9538	10.8477	10.6802	10.485	10.6213	10.963	10.8599	11.1149	11.7745	11.8119	11.58	11.162	11.8892	11.2876	11.432	11.3444	10.0445	9.8582	11.5829	9.5602	9.8808	10.691	9.4471	9.4902	10.2074	10.4987	10.4369	10.4031	9.052	9.052	9.7513	10.0779	10.0779	9.1734	9.3824	9.3824	10.0324	9.9746	11.0895	10.0721	9.1026	9.482	9.3538	9.5192	9.4802	9.4125	10.5577	10.4489	9.9796	10.1143	10.0096	10.0826	10.0468	10.1922	9.6289	10.7076	10.6342	10.409	10.1048	9.6902	9.4815	9.0214	9.0316	9.8524	10.3901	10.3611	10.6419	9.2985	9.7578	9.3291	9.6901	9.2935	9.6727	9.5838	10.906	9.9141	9.7769	8.9114	9.6086	9.8033	9.7968	9.9588	10.6755	9.6538	9.5152	10.3493	9.605	9.4627	9.7512	9.5939	11.2492	10.7325	9.2702	9.333	9.84	9.7297	10.3545	9.7937	10.1352	10.1135
"BSU16170"	13.8856	13.3919	13.3442	14.6173	14.56	14.1253	13.9526	13.2397	12.8932	14.2788	14.4249	14.4036	14.1331	13.3889	13.2642	14.4029	14.4157	14.4665	13.3404	13.5006	13.7412	13.1636	13.975	14.5718	13.7143	14.4415	12.8517	14.3732	13.97	14.388	13.1212	13.0653	12.994	12.8563	12.5601	12.7993	12.7221	12.6025	11.2867	11.1734	11.0286	11.1144	12.0441	11.8191	12.1971	12.6543	13.432	14.0469	13.2401	13.1396	13.8246	12.7097	13.4568	13.6688	12.2239	13.2283	13.2029	13.1501	13.9994	13.9994	13.8717	10.9167	10.9167	14.114	13.8511	13.8511	14.2129	13.5939	11.8656	14.2107	13.7839	12.3306	13.6871	12.2308	13.955	12.2208	12.8726	13.0284	12.7901	13.3245	13.7695	13.6811	13.4223	13.6186	12.3563	13.196	13.6061	13.2043	13.3702	13.3418	13.3976	12.5909	12.5801	13.6185	13.212	13.2547	13.2162	12.2681	12.9926	12.6836	12.5311	12.4122	12.9654	13.391	13.4929	13.4158	13.8799	13.0666	13.6525	13.4574	12.006	12.4982	13.122	13.1446	13.447	14.0645	13.2264	12.7583	13.2182	12.8625	14.0032	13.531	13.5911	12.6769	13.8515	13.8236	14.0054	13.326	13.4192	12.6067
"BSU31680"	12.0298	13.3622	13.8501	13.7198	13.6216	13.0137	12.09	13.3993	13.6955	13.6582	13.2879	13.0867	12.0598	13.6692	13.5262	12.3996	12.7223	13.3034	11.6517	12.1652	12.295	11.541	12.4169	11.5024	11.565	12.0608	9.8736	11.7587	11.2504	11.3674	13.1618	12.9687	12.7533	12.6863	12.6033	12.6989	12.4013	12.3368	11.2612	11.6538	11.5863	11.5318	12.3055	11.9624	12.2822	12.3327	12.4652	12.8151	12.6291	12.2148	12.5303	11.8877	12.2404	12.262	11.5103	12.6716	12.3826	12.6646	12.4305	12.4305	12.6721	11.2799	11.2799	12.596	12.7214	12.7214	13.0467	12.1579	12.1808	13.1156	12.2819	11.8988	12.6825	11.9706	12.7921	11.9065	12.4091	12.5248	12.5242	12.7025	12.9318	12.786	12.5623	12.7741	11.6179	12.8308	12.8682	12.8127	12.6874	12.5173	12.5411	11.6238	11.5368	12.4564	12.6446	12.6226	12.9218	11.7632	12.4633	12.2746	11.7777	11.7549	11.9982	12.0497	12.8824	12.7978	13.0946	12.2207	12.585	12.1394	11.6937	12.2018	12.7485	12.6032	12.8987	13.6044	12.3722	11.9258	12.3355	11.9004	13.5372	13.0719	12.5222	12.3391	13.2115	12.9844	13.017	12.3797	12.5076	12.2462
"BSU10420"	11.467	13.0555	12.9461	12.8489	13.1589	12.5893	11.9074	13.2835	13.034	13.0503	12.7125	12.7003	11.9872	13.4418	13.3323	11.5827	12.6852	13.1902	11.3967	11.8877	12.1907	11.6935	12.1732	8.1582	7.9155	8.237	7.6603	8.0818	12.7237	13.0137	13.715	13.8811	13.8385	13.2922	12.7985	12.7314	12.9452	12.6179	10.4826	10.3441	10.3117	10.485	11.0971	10.7719	11.305	11.5345	11.4516	11.5575	9.2979	11.2501	11.3967	8.8972	11.1396	11.0511	8.6005	12.2189	12.6572	12.2614	10.0621	10.0621	11.2738	10.2979	10.2979	10.4811	9.2172	9.2172	10.6381	10.6518	11.4663	10.6246	9.8672	9.2092	10.4253	9.7572	10.1742	9.8609	10.6554	11.0785	10.6026	11.6318	12.2944	12.765	12.6789	12.538	11.6915	11.2414	11.2804	10.9279	10.9195	11.3467	11.5987	10.6628	10.6237	12.6299	11.9857	12.1677	12.4876	11.2243	12.8287	12.5539	13.1342	12.3265	12.5212	12.3902	10.5518	10.8465	11.2569	10.4244	10.7607	10.8919	11.211	9.162	9.8015	9.9774	10.1806	10.883	9.9824	9.8442	10.1128	10.2963	10.3949	9.7646	9.7943	9.4997	10.0873	9.9893	10.5175	10.1848	10.7522	10.807
"BSU33520"	10.2705	11.474	10.8194	10.9713	11.0469	10.3973	10.8648	11.4155	10.4266	11.2135	10.4714	10.873	11.0586	11.634	10.3101	10.3924	10.5132	10.8301	9.6655	10.0891	9.8599	10.069	10.045	10.4364	10.7428	10.9984	8.7694	11.0576	9.8679	9.9011	11.4573	10.8692	10.9042	10.7474	10.8542	10.999	11.0426	10.9031	10.523	10.19	10.1656	10.1764	10.973	10.5932	10.8053	10.9403	11.1766	12.6268	10.596	10.9315	12.4552	10.2325	10.9227	12.2017	10.0884	11.2761	11.2841	11.1562	11.1694	11.1694	11.675	11.0385	11.0385	11.2064	11.2904	11.2904	11.6718	11.1885	11.9684	12.125	11.045	13.7851	11.2372	13.8338	11.6824	13.7789	11.2119	11.4479	11.1925	11.6147	11.8483	11.6582	11.5239	11.5412	10.7567	11.7554	11.6267	11.3884	11.4947	11.5206	11.8091	10.3705	10.559	11.4833	11.403	11.6031	11.6036	10.3727	11.3115	11.3149	11.0818	10.9635	11.1387	11.1266	11.7718	11.9883	12.1412	11.2311	11.6424	11.6445	10.7426	10.8893	11.437	11.6701	11.8468	12.6213	11.4997	11.0167	11.443	10.9255	12.2381	12.0286	11.6424	11.5865	12.1128	12.0141	12.0463	11.8055	11.6578	11.2102
"BSU33010"	10.0123	10.5826	10.3552	10.0588	10.6552	10.0921	10.5382	10.4233	10.5984	10.4827	10.1771	10.2431	10.8045	10.7433	10.5042	9.8249	9.8976	10.3882	9.2226	9.7957	9.6989	9.71	9.7864	10.4598	10.1952	10.4564	8.8249	10.5142	10.2507	10.482	10.5004	10.3651	10.5156	10.2829	11.0079	11.4819	11.2339	10.6258	11.5508	10.5922	10.3826	9.7715	10.3222	9.5291	9.7551	9.7033	10.317	11.1435	9.6469	10.1171	11.0418	9.0529	10.041	10.6483	8.6751	10.2421	10.4332	10.3214	10.8939	10.8939	11.1803	10.312	10.312	11.0243	10.8413	10.8413	11.4994	10.847	11.3307	11.4962	10.7753	11.5074	10.7828	11.4676	10.6898	11.3363	10.5373	10.5226	10.3717	10.7734	10.9734	10.8089	10.8589	10.936	10.0364	10.7515	10.9657	10.6974	10.7147	10.6288	10.758	9.8244	9.8158	10.6725	10.6633	10.7516	11.0102	9.8078	10.4193	10.2104	10.1098	9.8431	10.1875	10.1864	10.7279	10.5254	11.3212	10.3907	10.8329	10.4288	9.8381	9.8524	10.3805	10.6378	11.0337	11.4518	10.4834	10.2882	11.0093	10.3825	11.3854	10.7194	10.6836	10.3286	11.1294	11.0786	11.6111	10.843	11.0029	10.2736
"BSU00830"	13.4085	14.5255	14.1705	14.591	14.2645	14.0456	13.3919	14.4031	14.1614	14.39	14.0877	14.2599	13.3234	14.6067	13.9105	13.6582	14.231	14.2976	12.6837	13.1243	13.0909	13.1416	13.3819	14.154	13.9824	14.5818	12.3746	14.3669	11.7938	12.0296	13.6081	13.3001	13.4906	13.2094	13.6261	13.7651	14.1567	13.9986	14.4485	13.0894	12.6597	12.1433	13.4307	13.1695	13.648	13.7603	13.362	16.392	14.5785	13.3514	16.0164	14.2484	13.4204	16.3235	13.422	12.9278	12.9468	12.869	14.8619	14.8619	13.576	13.6928	13.6928	13.3336	14.0759	14.0759	14.0225	13.443	14.907	14.0505	13.9634	16.4295	14.0165	16.4372	13.4627	16.453	12.2402	12.3197	12.7437	12.3403	12.9458	13.1247	13.0166	13.0965	11.7342	13.393	12.8399	12.8288	12.5572	12.2953	12.8909	11.9946	12.2486	12.6686	12.846	13.0131	13.083	11.5806	12.4432	12.3262	12.3357	12.3152	13.3233	12.5376	12.6755	12.8337	13.2837	12.5847	12.9745	12.8525	11.6361	12.0628	12.4843	12.4578	13.0142	13.7923	12.6661	11.958	12.8205	12.0357	13.4795	13.0904	12.938	12.3534	13.2815	13.299	13.3346	12.5614	13.2035	13.1827
"BSU27520"	11.3133	11.8809	11.7406	12.2442	12.4573	12.1334	11.46	12.0534	11.2876	12.3318	12.0328	12.26	11.4707	12.1029	10.8968	11.1658	11.8124	12.554	10.839	11.5907	11.4707	11.4548	11.7243	13.2624	12.9804	13.4677	11.1957	13.2757	12.5584	12.7014	13.4972	13.2214	13.0481	12.6212	12.5358	12.5568	12.9313	12.3253	11.478	11.4629	11.23	11.2155	12.1204	11.9909	12.4245	12.3694	12.6791	13.4689	14.3084	12.5735	13.1321	13.8455	12.4229	12.5208	12.851	12.4612	12.423	12.4427	12.9765	12.9765	12.2556	10.3188	10.3188	12.6723	13.2525	13.2525	12.7895	11.819	11.2462	12.8754	12.8002	12.1776	13.0838	12.7602	13.404	12.927	12.1515	12.2347	12.2798	12.5384	13.1821	12.9461	12.8897	12.9192	11.8072	12.9507	12.7937	12.7563	12.5778	12.5716	12.8427	11.7929	12.0262	12.6702	12.7042	12.6292	12.9937	11.5719	12.3931	12.0139	12.0423	11.7388	12.5242	12.1879	12.616	12.3578	13.1969	12.2249	12.6857	12.3646	11.482	11.7016	12.3678	12.4032	12.6944	13.3419	12.3568	11.9154	12.4745	11.9138	13.2143	12.6651	12.2258	11.8142	12.9634	13.073	13.2061	12.3894	12.7854	12.1439
"BSU37650"	9.0268	10.3265	9.4368	9.3962	9.713	9.3709	8.8046	10.3095	9.5577	9.335	9.1363	9.448	9.0457	10.2252	9.1464	9.3658	9.1491	9.5309	8.9588	9.4232	9.1194	9.5898	9.1657	10.8701	10.7448	11.2131	9.2349	11.2226	9.9999	10.1303	9.6201	9.2384	9.4291	9.2322	9.3083	8.965	8.1358	8.497	8.2401	7.9735	8.422	8.5946	8.4316	8.7078	8.7937	8.3998	10.3134	11.7565	9.5829	10.1639	11.7437	8.9082	10.2261	11.3648	8.7735	9.9995	9.9596	9.9679	10.8091	10.8091	10.9002	10.1917	10.1917	10.568	11.3473	11.3473	11.526	10.8993	11.0916	11.7397	10.8541	11.7693	11.0431	11.3478	10.9306	11.2586	9.9968	10.0244	9.8176	10.4512	10.7002	10.2677	10.1946	10.013	9.3317	10.5264	10.5165	10.3338	10.1889	10.279	10.266	9.7137	9.5835	10.2474	10.1863	10.442	10.4942	9.5223	10.1222	9.7874	9.6188	9.1405	9.5993	9.7064	10.0551	9.925	10.4646	9.8452	10.216	10.1961	9.735	9.3665	9.914	9.7616	10.1386	10.8979	9.9603	9.6452	10.214	9.8172	10.7037	10.2176	9.8911	9.5765	10.4437	10.6667	11.0224	10.4177	10.5047	10.3585
